DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT130,2009,3.11,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT130,2010,2.965,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT130,2011,3.286,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT130,2012,2.741,p,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT2,2000,5.875,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT2,2001,5.382,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT2,2002,6.614,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT2,2003,6.486,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT2,2004,5.662,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT2,2005,5.735,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT2,2006,6.422,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT2,2007,5.372,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT2,2008,5.767,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT2,2009,7.251,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT2,2010,5.914,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT2,2011,5.938,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT2,2012,5.444,p,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT21,2000,4.675,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT21,2001,3.689,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT21,2002,6.415,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT21,2003,4.364,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT21,2004,3.835,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT21,2005,5.161,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT21,2006,4.127,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT21,2007,3.932,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT21,2008,4.032,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT21,2009,6.412,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT21,2010,2.756,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT21,2011,3.939,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT21,2012,3.234,p,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT211,2000,4.966,,
ESTAT:PAT_EP_RTOT(1.0),29/04/16 23:00:00,A,GDP_BEUR,AT211,2001,4.182,,
