DATAFLOW,LAST UPDATE,freq,unit,c_unload,c_load,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AF,EE,EE,2020,20,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AF,EEXX,EE,2010,0,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AF,FIXX,FI,2010,61,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AF,LV,LV,2010,116914,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AF,LV,LV,2015,42,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AF,LV,LV,2020,9,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AF,PL31,PL,2005,1000,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,AT12,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,AT12,AT,2020,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,AT13,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,AT21,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,AT22,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,AT31,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,AT34,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,AT34,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,BG41,BG,2010,21573,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,BG41,BG,2015,3961,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,CZ02,CZ,2010,320,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,CZ06,CZ,2010,2090,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,CZ07,CZ,2010,30,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,CZ08,CZ,2005,30,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,DE94,DE,2010,1215,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,HR01,HR,2010,856,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,HR02,HR,2010,3744,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,HR03,HR,2010,1248,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,HU10,HU,2010,4251,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,HU21,HU,2010,788,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,HU22,HU,2010,1057,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,HU23,HU,2010,4240,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,HU31,HU,2010,197,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,HU32,HU,2010,6749,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,HU33,HU,2010,4282,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,ITC4,IT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,ITD3,IT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,PL41,PL,2005,1003,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,PL51,PL,2005,17,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,PL51,PL,2010,20,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,SI03,SI,2015,290,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,SI04,SI,2015,29,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,SK02,SK,2015,22,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,SK03,SK,2015,801,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AL,SK04,SK,2015,95,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,ALXX,PL81,PL,2020,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,ALXX,SI03,SI,2020,158,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,AT12,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,BG31,BG,2010,197,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,BG33,BG,2010,192,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,BG34,BG,2010,1250,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,BG42,BG,2010,64,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,EE,EE,2005,300,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,EEXX,EE,2010,0,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,FIXX,FI,2010,159,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,HU32,HU,2010,1668,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,LT,LT,2010,283,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,LT,LT,2020,18,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,LV,LV,2010,180,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,LV,LV,2015,219,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,PL31,PL,2005,1415,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,PL31,PL,2010,989,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,PL32,PL,2005,384,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AM,PL32,PL,2010,195,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AR,LT,LT,2005,281,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT11,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT11,AT,2020,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT12,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT12,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT12,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT12,AT,2020,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT13,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT13,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT13,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT13,AT,2020,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT21,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT21,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT21,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT21,AT,2020,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT22,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT22,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT22,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT22,AT,2020,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT31,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT31,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT31,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT31,AT,2020,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT32,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT32,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT32,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT32,AT,2020,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT33,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT33,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT33,AT,2020,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT34,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT34,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,AT34,AT,2020,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,BE21,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,BE21,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,BE21,BE,2005,15989,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,BE21,BE,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CH01,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CH01,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CH01,CH,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CH02,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CH03,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CH04,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CH05,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CH05,AT,2020,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CH06,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CH06,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CH06,CH,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CHXX,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CHXX,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CZ01,AT,2020,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CZ02,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CZ03,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CZ04,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CZ04,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CZ04,CZ,2010,410,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CZ05,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CZ06,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CZ06,CZ,2015,236,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CZ07,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CZ08,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CZ08,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,CZ08,CZ,2015,1464,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE11,DE,2005,3263,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE12,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE12,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE12,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE12,DE,2005,2150,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE12,DE,2010,818,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE12,DE,2015,7142,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE12,DE,2020,1958,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE13,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE13,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE13,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE13,DE,2005,1280,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE13,DE,2010,9102,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE13,DE,2015,3793,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE13,DE,2020,2907,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE14,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE14,DE,2005,10498,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE21,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE21,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE21,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE21,DE,2005,7453,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE21,DE,2010,1455,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE21,DE,2015,57,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE21,DE,2020,164,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE22,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE22,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE22,AT,2020,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE22,DE,2005,169,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE22,DE,2010,727,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE22,DE,2015,922,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE22,DE,2020,917,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE23,AT,2020,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE23,DE,2005,4575,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE23,DE,2020,15341,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE24,DE,2005,546,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE25,DE,2005,4020,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE26,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE26,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE26,DE,2005,3074,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE26,DE,2015,57,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE26,DE,2020,1242,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE27,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE27,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE27,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE27,DE,2005,17455,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE27,DE,2010,2401,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE27,DE,2015,3089,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE27,DE,2020,1781,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE30,DE,2005,3168,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE40,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE40,DE,2015,3149,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE41,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE41,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE41,DE,2005,60757,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE41,DE,2010,728,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE42,DE,2005,741,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE50,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE50,DE,2005,378,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE50,DE,2010,5883,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE60,DE,2005,62,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE71,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE71,DE,2005,1369,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE72,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE72,DE,2005,1378,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE73,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE73,DE,2005,2970,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE80,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE80,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE80,DE,2005,4281,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE80,DE,2015,108,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE80,DE,2020,166,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE91,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE91,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE91,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE91,DE,2005,2630,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE91,DE,2010,3719,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE91,DE,2015,925,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE91,DE,2020,1574,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE92,DE,2005,37,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE93,DE,2005,11010,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE94,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DE94,DE,2005,1153,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEA1,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEA1,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEA1,DE,2005,1755,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEA1,DE,2010,15,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEA2,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEA2,DE,2005,18745,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEA2,DE,2010,65,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEA3,DE,2005,1279,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEA4,DE,2005,2574,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEA5,DE,2005,2448,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEB1,DE,2005,406,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEB2,DE,2005,40,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEB3,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEB3,DE,2005,2871,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEC0,DE,2005,47766,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DED2,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DED2,DE,2005,18390,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DED3,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DED3,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DED3,DE,2005,17098,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DED3,DE,2010,3205,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DED5,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DED5,DE,2015,2634,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEE1,DE,2005,336,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEE2,DE,2005,2159,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEE3,DE,2005,10205,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEF0,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEF0,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEF0,AT,2020,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEF0,DE,2005,6572,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEF0,DE,2010,1031,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEF0,DE,2020,5756,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEG0,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEG0,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEG0,DE,2005,2631,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,DEG0,DE,2010,177,,
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,FR41,AT,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,FR41,AT,2010,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,FR41,AT,2015,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,FR41,FR,2005,,,C
ESTAT:TRAN_R_RAGO(1.0),14/01/26 23:00:00,A,T,AT11,FR41,FR,2015,,,C
