DATAFLOW,LAST UPDATE,freq,unit,c_unload,c_load,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DEC0,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DEC0,DE,2005,619,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DED1,DE,2005,299,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DED2,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DED2,DE,2005,455,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DED3,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DED3,DE,2005,493,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DED5,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DED5,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DEE0,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DEE0,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DEE0,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DEE1,DE,2005,88,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DEE2,DE,2005,201,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DEE3,DE,2005,259,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DEF0,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DEF0,DE,2005,1328,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DEG0,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DEG0,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DEG0,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DEG0,DE,2005,860,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DK,DK,2005,145,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,DKXX,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ESXX,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ESXX,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR10,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR10,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR10,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR10,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR10,FR,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR21,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR21,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR22,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR23,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR24,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR24,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR25,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR26,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR26,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR26,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR26,FR,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR30,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR30,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR30,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR30,FR,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR41,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR41,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR41,FR,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR42,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR42,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR42,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR42,FR,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR43,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR43,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR43,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR43,FR,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR51,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR51,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR52,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR53,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR53,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR61,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR62,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR63,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR71,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR71,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR71,FR,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR72,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR72,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR72,FR,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR81,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR81,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR81,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR81,FR,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR82,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR82,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR82,FR,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FR82,FR,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FRC1,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FRC2,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FRE1,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FRF1,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FRF1,FR,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FRF2,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FRF3,FR,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FRG0,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FRJ1,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FRK2,FR,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FRL0,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,FRXX,FR,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,HR01,HR,2010,159,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,HR02,HR,2010,545,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,HR03,HR,2010,5,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,HR04,HR,2015,493,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,HR05,HR,2020,302,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,HU10,HU,2005,1900,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,HU22,HU,2005,515,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,HU33,HU,2005,5,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,HUXX,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITC1,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITC1,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITC1,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITC1,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITC1,IT,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITC2,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITC3,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITC3,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITC4,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITC4,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITC4,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITC4,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITD1,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITD1,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITD2,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITD2,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITD3,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITD3,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITD4,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITD4,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITD5,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITD5,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITE1,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITE1,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITE2,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITE3,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITE3,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITE4,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITE4,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITF1,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITF2,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITF3,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITF3,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITF4,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITF4,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITF5,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITF5,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITF6,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITF6,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITG1,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITG1,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITG2,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITH1,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITH1,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITH3,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITH3,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITI3,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITI3,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ITXX,IT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,LU,LU,2005,870,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,LU,LU,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,LU,LU,2015,474,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,LU,LU,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,LUXX,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,LUXX,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,LUXX,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL11,NL,2005,115,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL11,NL,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL12,NL,2005,73,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL12,NL,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL13,NL,2005,36,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL13,NL,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL21,NL,2005,200,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL21,NL,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL21,NL,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL21,NL,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL22,NL,2005,1105,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL22,NL,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL22,NL,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL22,NL,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL23,NL,2005,29,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL23,NL,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL31,NL,2005,1324,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL31,NL,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL31,NL,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL31,NL,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL32,NL,2005,1438,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL32,NL,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL32,NL,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL32,NL,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL33,NL,2005,1076,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL33,NL,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL33,NL,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL33,NL,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL34,NL,2005,17,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL34,NL,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL41,NL,2005,362,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL41,NL,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL41,NL,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL41,NL,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL42,NL,2005,107,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NL42,NL,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NLXX,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NLXX,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,NLXX,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,PL12,PL,2005,2,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,PL21,PL,2005,7,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,PL22,PL,2005,2,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,PL22,PL,2015,5,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,PL31,PL,2010,4,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,PTXX,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,ROXX,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SI01,SI,2010,56,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SI02,SI,2010,310,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SI03,SI,2015,235,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SI03,SI,2020,36,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SI04,SI,2015,918,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SI04,SI,2020,422,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SIXX,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SK01,SK,2005,35,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SK01,SK,2010,75,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SK01,SK,2015,127,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SK01,SK,2020,121,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SK02,SK,2005,2,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SK02,SK,2010,2,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SK02,SK,2015,28,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SK02,SK,2020,64,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SK03,SK,2005,2,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SK03,SK,2010,3,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SK03,SK,2015,18,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SK03,SK,2020,44,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SK04,SK,2005,6,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SK04,SK,2010,20,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SK04,SK,2015,35,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SK04,SK,2020,65,,
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,SKXX,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,UKXX,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,UKXX,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,UKXX,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,UNK,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,UNK,CH,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH05,UNK,CH,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH06,AT12,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH06,AT13,AT,2005,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH06,AT13,AT,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH06,AT13,AT,2015,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH06,AT13,AT,2020,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH06,AT13,CH,2010,,,C
ESTAT:TRAN_R_RAPA(1.0),09/06/22 23:00:00,A,PAS,CH06,AT13,CH,2015,,,C
