dataflow,last update,freq,unit,wstatus,nace_r2,geo,time_period,obs_value,obs_flag,conf_status
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2001,2782.47,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2002,2784.2,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2003,2758.65,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2004,2744.15,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2005,2783.16,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2006,2845.94,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2007,2912.41,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2008,2948.87,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2009,2856.33,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2010,2789.86,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2011,2786.63,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2012,2767.15,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2013,2768.25,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2014,2786.2,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2015,2827.15,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2016,2873.41,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2017,2916.64,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2018,2961.81,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2019,3004.19,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2020,2970.85,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2021,3038.18,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2022,3161.16,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2023,3195.97,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK,2024,3217.36,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2000,426.05,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2001,436.26,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2002,436.94,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2003,430.73,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2004,433.76,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2005,450.18,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2006,459.19,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2007,467.04,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2008,459.0,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2009,455.91,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2010,449.9,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2011,458.79,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2012,459.5,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2013,467.22,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2014,470.06,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2015,481.71,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2016,496.24,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2017,505.13,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2018,516.04,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2019,527.72,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2020,509.19,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2021,525.81,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2022,554.02,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2023,570.08,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK011,2024,571.44,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2000,305.35,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2001,310.61,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2002,309.43,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2003,310.11,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2004,307.84,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2005,313.58,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2006,318.85,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2007,325.86,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2008,327.16,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2009,322.77,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2010,315.48,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2011,317.71,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2012,314.72,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2013,319.82,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2014,323.1,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2015,333.17,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2016,338.65,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2017,345.08,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2018,350.79,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2019,354.97,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2020,354.89,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2021,360.24,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2022,372.86,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2023,379.84,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK012,2024,386.45,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2000,179.42,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2001,182.05,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2002,178.62,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2003,177.79,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2004,176.22,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2005,177.55,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2006,180.74,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2007,187.24,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2008,195.82,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2009,188.56,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2010,183.13,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2011,181.33,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2012,181.31,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2013,180.39,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2014,180.02,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2015,183.19,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2016,184.65,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2017,184.6,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2018,188.57,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2019,190.57,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2020,188.96,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2021,192.28,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2022,198.13,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2023,200.46,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK013,2024,201.71,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2000,19.46,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2001,19.62,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2002,19.29,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2003,19.46,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2004,19.0,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2005,18.84,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2006,19.14,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2007,19.28,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2008,19.12,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2009,18.29,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2010,17.97,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2011,18.01,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2012,17.57,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2013,17.15,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2014,17.29,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2015,17.52,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2016,17.84,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2017,17.77,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2018,17.14,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2019,17.47,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2020,17.22,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2021,17.86,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2022,17.97,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2023,18.42,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,DK014,2024,18.49,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2000,2299.8,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2001,2335.5,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2002,2364.4,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2003,2370.0,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2004,2382.5,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2005,2418.9,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2006,2464.4,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2007,2518.9,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2008,2575.1,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2009,2509.8,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2010,2491.0,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2011,2528.7,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2012,2544.2,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2013,2523.8,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2014,2510.0,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2015,2518.0,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2016,2532.0,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2017,2547.3,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2018,2613.6,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2019,2652.1,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2020,2590.0,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2021,2649.7,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2022,2742.8,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2023,2768.6,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI,2024,2739.0,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2000,750.2,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2001,765.07,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2002,777.49,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2003,768.41,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2004,769.2,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2005,786.59,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2006,806.28,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2007,828.03,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2008,852.3,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2009,822.65,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2010,819.67,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2011,825.74,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2012,844.42,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2013,851.59,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2014,850.63,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2015,863.06,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2016,875.87,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2017,886.39,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2018,915.38,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2019,941.92,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2020,919.12,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2021,941.97,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2022,991.42,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2023,1006.51,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,FI1B1,2024,997.84,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2000,4347.5,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2001,4437.5,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2002,4442.6,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2003,4421.6,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2004,4402.6,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2005,4400.8,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2006,4484.7,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2007,4588.0,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2008,4611.1,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2009,4517.4,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2010,4547.6,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2011,4652.2,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2012,4688.2,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2013,4736.0,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2014,4805.3,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2015,4877.7,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2016,4975.1,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2017,5099.9,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2018,5186.1,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2019,5219.4,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2020,5152.7,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2021,5217.9,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2022,5400.1,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2023,5466.0,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE,2024,5449.3,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE110,2000,1068.3,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE110,2001,1093.6,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE110,2002,1078.2,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE110,2003,1079.8,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE110,2004,1057.2,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE110,2005,1071.2,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE110,2006,1088.9,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE110,2007,1120.6,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE110,2008,1141.7,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE110,2009,1140.6,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE110,2010,1151.0,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE110,2011,1177.2,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE110,2012,1198.6,,
ESTAT:NAMA_10R_3EMPERS(1.0),31/07/26 23:00:00,A,THS,EMP,TOTAL,SE110,2013,1219.0,,
