DATAFLOW,LAST UPDATE,freq,landuse,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0D,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0D,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0E,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0E,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0E,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0E,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0E,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0E,2018,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0E,2019,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0E,2020,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0E,2021,506,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0E,2022,506,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0E,2023,506,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0E,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0E,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0E,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0F,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0F,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0F,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0F,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0F,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0F,2018,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0F,2019,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0F,2020,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0F,2021,1060,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0F,2022,1060,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0F,2023,1060,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0F,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0F,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0F,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0G,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0G,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0G,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0G,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0G,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0G,2018,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0G,2019,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0G,2020,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0G,2021,2865,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0G,2022,2865,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0G,2023,2865,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0G,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0G,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN0G,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN10,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN10,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN10,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN10,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN10,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN10,2018,1252,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN10,2019,1252,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN10,2020,1252,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN10,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN10,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN10,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN10,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN10,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN10,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN11,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN11,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN11,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN11,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN11,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN11,2018,1830,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN11,2019,1830,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN11,2020,1830,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN11,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN11,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN11,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN11,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN11,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN11,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN12,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN12,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN12,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN12,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN12,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN12,2018,1986,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN12,2019,1986,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN12,2020,1986,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN12,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN12,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN12,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN12,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN12,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN12,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN13,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN13,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN13,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN13,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN13,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN13,2018,572,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN13,2019,572,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN13,2020,572,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN13,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN13,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN13,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN13,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN13,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN13,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN14,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN14,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN14,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN14,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN14,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN14,2018,506,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN14,2019,506,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN14,2020,506,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN14,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN14,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN14,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN14,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN14,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN14,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN15,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN15,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN15,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN15,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN15,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN15,2018,1060,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN15,2019,1060,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN15,2020,1060,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN15,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN15,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN15,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN15,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN15,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN15,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN16,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN16,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN16,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN16,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN16,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN16,2018,2865,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN16,2019,2865,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN16,2020,2865,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN16,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN16,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN16,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN16,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN16,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,UKN16,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK,2018,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK,2019,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK,2020,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK,2024,10881,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK,2025,10881,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK,2026,10881,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK0,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK0,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK0,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK0,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK0,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK0,2018,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK0,2019,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK0,2020,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK0,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK0,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK0,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK0,2024,10881,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK0,2025,10881,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK0,2026,10881,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK00,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK00,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK00,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK00,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK00,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK00,2018,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK00,2019,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK00,2020,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK00,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK00,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK00,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK00,2024,10881,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK00,2025,10881,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK00,2026,10881,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK001,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK001,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK001,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK001,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK001,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK001,2018,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK001,2019,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK001,2020,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK001,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK001,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK001,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK001,2024,2074,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK001,2025,2074,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK001,2026,2074,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK002,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK002,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK002,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK002,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK002,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK002,2018,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK002,2019,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK002,2020,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK002,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK002,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK002,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK002,2024,2044,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK002,2025,2044,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK002,2026,2044,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK003,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK003,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK003,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK003,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK003,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK003,2018,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK003,2019,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK003,2020,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK003,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK003,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK003,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK003,2024,1660,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK003,2025,1660,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK003,2026,1660,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK004,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK004,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK004,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK004,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK004,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK004,2018,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK004,2019,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK004,2020,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK004,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK004,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK004,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK004,2024,1429,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK004,2025,1429,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK004,2026,1429,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK005,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK005,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK005,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK005,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK005,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK005,2018,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK005,2019,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK005,2020,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK005,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK005,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK005,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK005,2024,1021,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK005,2025,1021,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK005,2026,1021,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK006,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK006,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK006,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK006,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK006,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK006,2018,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK006,2019,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK006,2020,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK006,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK006,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK006,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK006,2024,1412,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK006,2025,1412,e,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,XK006,2026,1412,e,
