DATAFLOW,LAST UPDATE,freq,landuse,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG13,2022,3259,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG13,2023,3259,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG13,2024,3259,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG13,2025,3259,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG13,2026,3259,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG14,2013,3038,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG14,2014,3038,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG14,2015,3038,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG14,2016,3038,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG14,2017,3038,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG14,2018,3038,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG14,2019,3038,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG14,2020,3038,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG14,2021,3038,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG14,2022,3038,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG14,2023,3038,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG14,2024,3038,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG14,2025,3038,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG14,2026,3038,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG15,2013,2131,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG15,2014,2131,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG15,2015,2131,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG15,2016,2131,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG15,2017,2131,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG15,2018,2131,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG15,2019,2131,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG15,2020,2131,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG15,2021,2131,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG15,2022,2131,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG15,2023,2131,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG15,2024,2131,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG15,2025,2131,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG15,2026,2131,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG16,2013,2559,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG16,2014,2559,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG16,2015,2559,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG16,2016,2559,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG16,2017,2559,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG16,2018,2559,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG16,2019,2559,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG16,2020,2559,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG16,2021,2559,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG16,2022,2559,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG16,2023,2559,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG16,2024,2559,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG16,2025,2559,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG16,2026,2559,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG17,2013,3564,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG17,2014,3564,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG17,2015,3564,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG17,2016,3564,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG17,2017,3564,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG17,2018,3564,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG17,2019,3564,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG17,2020,3564,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG17,2021,3564,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG17,2022,3564,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG17,2023,3564,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG17,2024,3564,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG17,2025,3564,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG17,2026,3564,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG18,2013,1622,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG18,2014,1622,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG18,2015,1622,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG18,2016,1622,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG18,2017,1622,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG18,2018,1622,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG18,2019,1622,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG18,2020,1622,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG18,2021,1622,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG18,2022,1622,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG18,2023,1622,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG18,2024,1622,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG18,2025,1622,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG18,2026,1622,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG19,2013,2098,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG19,2014,2098,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG19,2015,2098,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG19,2016,2098,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG19,2017,2098,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG19,2018,2098,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG19,2019,2098,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG19,2020,2098,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG19,2021,2098,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG19,2022,2098,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG19,2023,2098,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG19,2024,2098,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG19,2025,2098,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG19,2026,2098,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2,2013,23802,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2,2014,23802,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2,2015,23802,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2,2016,23802,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2,2017,23802,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2,2018,23803,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2,2019,23803,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2,2020,23803,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2,2021,23894,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2,2022,23894,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2,2023,23894,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2,2024,23894,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2,2025,23894,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2,2026,23894,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG25,2013,4267,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG25,2014,4267,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG25,2015,4267,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG25,2016,4267,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG25,2017,4267,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG25,2018,4267,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG25,2019,4267,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG25,2020,4267,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG25,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG25,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG25,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG25,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG25,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG25,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG26,2013,3918,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG26,2014,3918,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG26,2015,3918,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG26,2016,3918,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG26,2017,3918,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG26,2018,3918,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG26,2019,3918,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG26,2020,3918,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG26,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG26,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG26,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG26,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG26,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG26,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG27,2013,4467,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG27,2014,4467,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG27,2015,4467,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG27,2016,4467,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG27,2017,4467,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG27,2018,4467,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG27,2019,4467,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG27,2020,4467,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG27,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG27,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG27,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG27,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG27,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG27,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG28,2013,2934,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG28,2014,2934,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG28,2015,2934,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG28,2016,2934,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG28,2017,2934,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG28,2018,2934,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG28,2019,2934,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG28,2020,2934,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG28,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG28,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG28,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG28,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG28,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG28,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG29,2013,3380,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG29,2014,3380,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG29,2015,3380,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG29,2016,3380,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG29,2017,3380,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG29,2018,3380,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG29,2019,3380,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG29,2020,3380,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG29,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG29,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG29,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG29,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG29,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG29,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2A,2013,1848,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2A,2014,1848,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2A,2015,1848,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2A,2016,1848,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2A,2017,1848,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2A,2018,1848,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2A,2019,1848,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2A,2020,1848,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2A,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2A,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2A,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2A,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2A,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2A,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2B,2013,1513,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2B,2014,1513,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2B,2015,1513,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2B,2016,1513,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2B,2017,1513,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2B,2018,1513,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2B,2019,1513,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2B,2020,1513,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2B,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2B,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2B,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2B,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2B,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2B,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2C,2013,1476,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2C,2014,1476,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2C,2015,1476,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2C,2016,1476,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2C,2017,1476,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2C,2018,1476,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2C,2019,1476,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2C,2020,1476,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2C,2021,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2C,2022,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2C,2023,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2C,2024,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2C,2025,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2C,2026,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2D,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2D,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2D,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2D,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2D,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2D,2018,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2D,2019,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2D,2020,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2D,2021,7653,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2D,2022,7653,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2D,2023,7653,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2D,2024,7653,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2D,2025,7653,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2D,2026,7653,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2E,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2E,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2E,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2E,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2E,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2E,2018,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2E,2019,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2E,2020,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2E,2021,5626,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2E,2022,5626,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2E,2023,5626,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2E,2024,5626,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2E,2025,5626,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2E,2026,5626,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2F,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2F,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2F,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2F,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2F,2017,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2F,2018,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2F,2019,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2F,2020,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2F,2021,1203,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2F,2022,1203,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2F,2023,1203,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2F,2024,1203,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2F,2025,1203,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2F,2026,1203,,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2G,2013,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2G,2014,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2G,2015,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2G,2016,,m,
ESTAT:REG_AREA3(1.0),22/01/26 23:00:00,A,L0008,KM2,ITG2G,2017,,m,
